Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Biogenic Amine Synthesis_WP154	5/13	0.0000509592330364737623716285541686232818392454646527767181396484375	0.0023441247196777930013322777114126438391394913196563720703125	0.0000466818408500583120431838557440329395831213332712650299072265625	0.0021473646791026822049086586474686555447988212108612060546875	-3.317029879751579	32.78713075458565	gad1b;ache;pah;gad2;chata
GPCRs, Class C Metabotropic glutamate, pheromone_WP1373	3/9	0.0029999426693905176417864755222808526013977825641632080078125	0.06899868139598190619476980600666138343513011932373046875	0.00252767243867755946051811832830935600213706493377685546875	0.046322768269002716212678905094435322098433971405029296875	-4.0972659994912455	23.80168236073039	grm4;gabbr1a;grm8b
Acetylcholine Synthesis_WP476	2/6	0.016480638370885571097890220926274196244776248931884765625	0.252703121686912057786145169302471913397312164306640625	0.01465440535211026684692114940844476222991943359375	0.1348205292394144549916745745576918125152587890625	-5.220982924870013	21.43510574587632	ache;chata
Calcium Regulation in the Cardiac Cell_WP1365	9/119	0.0230218136439292210548845929451999836601316928863525390625	0.264750856905186016110320679217693395912647247314453125	0.0030210501045001771254494560281500525888986885547637939453125	0.046322768269002716212678905094435322098433971405029296875	-1.4083742874887624	5.3114203905567265	pkib;chrm3a;slc8a1b;cacna1bb;gng3;gnb5a;atp2b3a;rgs20;prkcz
Monoamine GPCRs_WP1389	3/28	0.0719773804219728530195965277016512118279933929443359375	0.55182658323512523423914899467490613460540771484375	0.0373366296464445468483717149865697138011455535888671875	0.2862474939560748499189912763540633022785186767578125	-1.6625478472466304	4.374834008248587	chrm3a;chrm2a;adra2c
MAPK Signaling Pathway_WP1337	12/203	0.051697507947833183650221400284863193519413471221923828125	0.47561707312006529235759444418363273143768310546875	0.004246139594531762699591848075897360104136168956756591796875	0.048830605337115272346348859855424962006509304046630859375	-1.1211125662783294	3.32112299082644	cacna1bb;ptpn5;fgf13b;mapk10;fgf14;taok3b;ntrk1;nlk2;dusp3a;maptb;cacng2a;fgf18a
NLR Proteins_WP1360	1/9	0.272672277175838584373224193768692202866077423095703125	0.99226719059978940595811991443042643368244171142578125	0.217514159907939819138533721343264915049076080322265625	0.8035961889833946880656867506331764161586761474609375	-2.456228727279896	3.191831539827512	ephb2a
Neural crest development_WP548	4/58	0.1422017740161111987173825355057488195598125457763671875	0.93446880067730220265076468422194011509418487548828125	0.06073913407182585100230198804638348519802093505859375	0.34925002091299861550766081563779152929782867431640625	-1.4928048408949346	2.9117282118312136	ret;ltk;oca2;pah
Keap1-Nrf2_WP1332	1/13	0.36866984830381588356118527372018434107303619384765625	0.99226719059978940595811991443042643368244171142578125	0.29084952971846045333137453781091608107089996337890625	0.8035961889833946880656867506331764161586761474609375	-2.460929776378653	2.455648019347638	ephb2a
Hypertrophy Model_WP1327	1/15	0.41181353028824696504983648992492817342281341552734375	0.99226719059978940595811991443042643368244171142578125	0.324941132676724142580582110895193181931972503662109375	0.8035961889833946880656867506331764161586761474609375	-2.1621565998073335	1.9182320997005577	mstnb
Apoptosis Modulation by HSP70_WP1392	1/15	0.41181353028824696504983648992492817342281341552734375	0.99226719059978940595811991443042643368244171142578125	0.324941132676724142580582110895193181931972503662109375	0.8035961889833946880656867506331764161586761474609375	-2.00112125168799	1.7753640142082745	mapk10
Insulin Signaling_WP1313	7/139	0.209890011971086531961105947630130685865879058837890625	0.99226719059978940595811991443042643368244171142578125	0.059156441399980087825216656938209780491888523101806640625	0.34925002091299861550766081563779152929782867431640625	-1.1037302579699872	1.7231123747336496	map3k10;mapk10;vamp2;snap25b;stxbp1a;prkcz;map3k9
FGF signaling pathway_WP152	6/116	0.2165289529739991281065414341355790384113788604736328125	0.99226719059978940595811991443042643368244171142578125	0.07123597878241376413210872442505205981433391571044921875	0.364095002665670353092508548797923140227794647216796875	-1.066402200317943	1.631628434018438	sh3gl2a;fgf13a;fgf13b;fgf14;rasgrf2b;fgf18a
G Protein Signaling Pathways_WP1371	3/61	0.356283985844173367585341338781290687620639801025390625	0.99226719059978940595811991443042643368244171142578125	0.2000776216345047930911249522978323511779308319091796875	0.8035961889833946880656867506331764161586761474609375	-1.2362781145768613	1.2758725830125264	gng3;gnao1a;prkcz
Hypothetical Network for Drug Addiction_WP1333	1/23	0.55688372394580343271996980547555722296237945556640625	0.99226719059978940595811991443042643368244171142578125	0.44592415411691022075757473430712707340717315673828125	0.88651650312488883276529350041528232395648956298828125	-1.3312740291933796	0.7793262391085516	grin2bb
Wnt Signaling Pathway and Pluripotency_WP1344	3/72	0.459191869025663612635668187067494727671146392822265625	0.99226719059978940595811991443042643368244171142578125	0.271478173774616859947883540371549315750598907470703125	0.8035961889833946880656867506331764161586761474609375	-0.8963739923050562	0.6976363517012804	ppp2r2bb;mapk10;prkcz
MAPK Cascade_WP1343	1/27	0.6154080090498974531243447927408851683139801025390625	0.99226719059978940595811991443042643368244171142578125	0.4981530448400872668202055137953720986843109130859375	0.88651650312488883276529350041528232395648956298828125	-1.344789243838406	0.6528545676665258	mapk10
IL-6 Signaling Pathway_WP1322	3/81	0.5378604282872763153733330909744836390018463134765625	0.99226719059978940595811991443042643368244171142578125	0.3319201650148804194628837649361230432987213134765625	0.8035961889833946880656867506331764161586761474609375	-1.0111653958524982	0.6270804686866365	ppp2r5b;nlk2;maptb
ERK1 - ERK2 MAPK cascade_WP402	5/126	0.446180534551631868822596516110934317111968994140625	0.99226719059978940595811991443042643368244171142578125	0.2074320599265000175659423575780238024890422821044921875	0.8035961889833946880656867506331764161586761474609375	-0.7731159412429857	0.6239290127323348	sh3gl2a;fgf13a;fgf13b;fgf14;fgf18a
Glycogen Metabolism_WP1388	1/28	0.628790647283910431042386335320770740509033203125	0.99226719059978940595811991443042643368244171142578125	0.5104352588563101367213903358788229525089263916015625	0.88651650312488883276529350041528232395648956298828125	-1.2581468738136168	0.5837259382787668	ppp2r5b
Oxidative Stress_WP1372	1/28	0.628790647283910431042386335320770740509033203125	0.99226719059978940595811991443042643368244171142578125	0.5104352588563101367213903358788229525089263916015625	0.88651650312488883276529350041528232395648956298828125	-1.2503353468479812	0.5801017263506442	mapk10
Striated Muscle Contraction_WP1316	1/24	0.5722997429884573161729122148244641721248626708984375	0.99226719059978940595811991443042643368244171142578125	0.459461369383435236368740106627228669822216033935546875	0.88651650312488883276529350041528232395648956298828125	-1.0089338290207182	0.56307830071985	vim
Nodal Signaling Pathway_WP341	3/77	0.5036730928788648586902354509220458567142486572265625	0.99226719059978940595811991443042643368244171142578125	0.304960330609273022606231506870244629681110382080078125	0.8035961889833946880656867506331764161586761474609375	-0.8005772122866733	0.5490581455391788	rtn1b;vamp2;runx3
Regulation of Actin Cytoskeleton_WP1380	4/101	0.467672191248692248333185261799371801316738128662109375	0.99226719059978940595811991443042643368244171142578125	0.2471406395554228418998121696859016083180904388427734375	0.8035961889833946880656867506331764161586761474609375	-0.7191642501351405	0.5465559660734	chrm3a;chrm2a;vcla;fgf14
Wnt Signaling Pathway_WP1349	2/52	0.54378088711767513796502271361532621085643768310546875	0.99226719059978940595811991443042643368244171142578125	0.377748605023923988976974897013860754668712615966796875	0.86882179155502525791376911001862026751041412353515625	-0.6610991240043104	0.40274746635600817	mapk10;prkcz
Peptide GPCRs_WP1338	1/34	0.6998664895977413369365649487008340656757354736328125	0.99226719059978940595811991443042643368244171142578125	0.578162936820579620444959800806827843189239501953125	0.88651650312488883276529350041528232395648956298828125	-0.9697472769577528	0.34606953235448196	oprl1
p38 MAPK Signaling Pathway_WP1363	1/33	0.68904287035571598618588495810399763286113739013671875	0.99226719059978940595811991443042643368244171142578125	0.56755185447017975075567619569483213126659393310546875	0.88651650312488883276529350041528232395648956298828125	-0.8600586838775325	0.32033039526447565	map3k9
G13 Signaling Pathway_WP1381	1/33	0.68904287035571598618588495810399763286113739013671875	0.99226719059978940595811991443042643368244171142578125	0.56755185447017975075567619569483213126659393310546875	0.88651650312488883276529350041528232395648956298828125	-0.5195139133156481	0.19349388630961467	mapk10
Endochondral Ossification_WP1383	1/45	0.79675664379858923691557492929860018193721771240234375	0.99226719059978940595811991443042643368244171142578125	0.6792615940537432006607332368730567395687103271484375	0.9401474777764724510831229054019786417484283447265625	-0.6470419500234734	0.1470118049473201	runx3
Integrin-mediated cell adhesion_WP1386	2/71	0.71187263586513160884550188711727969348430633544921875	0.99226719059978940595811991443042643368244171142578125	0.53318514575741449146306649709003977477550506591796875	0.88651650312488883276529350041528232395648956298828125	-0.41370919091966935	0.14060166074622482	mapk10;vcla
IL-4 signaling Pathway_WP1376	1/45	0.79675664379858923691557492929860018193721771240234375	0.99226719059978940595811991443042643368244171142578125	0.6792615940537432006607332368730567395687103271484375	0.9401474777764724510831229054019786417484283447265625	-0.4207413320767363	0.09559494966639621	prkcz
EGFR1 Signaling Pathway_WP1323	4/135	0.69455717561753349542641444713808596134185791015625	0.99226719059978940595811991443042643368244171142578125	0.43642434913474659197163418866693973541259765625	0.88651650312488883276529350041528232395648956298828125	-0.21792783828955048	0.0794305115068498	sh3gl2a;ptpn5;stxbp1a;prkcz
TNF-alpha NF-kB Signaling Pathway_WP1369	1/137	0.99226719059978940595811991443042643368244171142578125	0.99226719059978940595811991443042643368244171142578125	0.96924792576499119167721119083580560982227325439453125	0.96924792576499119167721119083580560982227325439453125	0.40172468589974164	-0.003118533540279859	prkcz
Adipogenesis_WP1331	1/92	0.96166637082345507447911359122372232377529144287109375	0.99226719059978940595811991443042643368244171142578125	0.90201056383819844253224573549232445657253265380859375	0.94301104401266211407772743768873624503612518310546875	0.2086794388931226	-0.008156798540694031	klf7a
Toll-like receptor signaling pathway_WP1384	1/65	0.90000965735542148848935539717786014080047607421875	0.99226719059978940595811991443042643368244171142578125	0.80576737733628700510735143325291574001312255859375	0.94301104401266211407772743768873624503612518310546875	0.11081707589077805	-0.01167455515493723	mapk10
Transformation Growth Factor (TGF) beta Receptor Signaling Pathway_WP1367	1/127	0.98895987131859752761187110081664286553859710693359375	0.99226719059978940595811991443042643368244171142578125	0.96013354246563309413176057205419056117534637451171875	0.96924792576499119167721119083580560982227325439453125	1.3611558019547236	-0.015110902699359947	camk2d2
Noncanonical Wnt Pathway_WP215	2/135	0.951057144476366911334253018139861524105072021484375	0.99226719059978940595811991443042643368244171142578125	0.85454139036140064344948541474877856671810150146484375	0.94301104401266211407772743768873624503612518310546875	0.4119258153361062	-0.020670902647945265	camk2d2;mapk10
Glycolysis and Gluconeogenesis_WP1356	1/47	0.81066771606272414185667685160296969115734100341796875	0.99226719059978940595811991443042643368244171142578125	0.69489161400869703388849529801518656313419342041015625	0.9401474777764724510831229054019786417484283447265625	0.13661669019151615	-0.02867543753052574	eno2
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	1/46	0.80383527734943072129425445382366888225078582763671875	0.99226719059978940595811991443042643368244171142578125	0.6871724937253411713555806272779591381549835205078125	0.9401474777764724510831229054019786417484283447265625	0.16961563808253033	-0.03703742503314066	vim
Canonical wnt signaling_WP566	2/152	0.9704765157845021139593200132367201149463653564453125	0.99226719059978940595811991443042643368244171142578125	0.8969576198399968891550315674976445734500885009765625	0.94301104401266211407772743768873624503612518310546875	1.3641637668585054	-0.04088136170107778	camk2d2;fgf18a
IL-3 Signaling Pathway_WP1359	1/75	0.92988500453569689074839743625489063560962677001953125	0.99226719059978940595811991443042643368244171142578125	0.84910157509108385998075618772418238222599029541015625	0.94301104401266211407772743768873624503612518310546875	0.6630146984035219	-0.04819742354677632	vcla
